year,district,month,Outbreak status,date,PCODE,month_num,sin_month,cos_month,monsoon_phase_First_Inter_Monsoon,monsoon_phase_SW_Monsoon,monsoon_phase_Second_Inter_Monsoon,monsoon_phase_NE_Monsoon,rainfall_mm,r3h,rfq,rain_lag1,rain_lag2,rfq_lag1,lat,lon,humidity,wind_speed,temp_lag1,humidity_lag1,wind_lag1,buffalo_density,livestock_density,nino34,nino34_lag3,iod_dmi,iod_dmi_lag2,neighbor_outbreak_lag1,neighbor_outbreak_count_lag1,neighbor_outbreak_fraction_lag1,neighbor_outbreak_lag2,Cases,Deaths,severity_score,severity_class
2020,Colombo,March,0,3/1/2020,LK11,3,1.0,6.123233995736766e-17,1,0,0,0,65.956522,162.217382,47.6123193333333,24.5217385,37.086957,35.6040383333333,6.9271,79.8612,72.73,1.57,26.52,77.31,2.88,5.589587741427952,15.105919731987848,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Galle,March,0,3/1/2020,LK31,3,1.0,6.123233995736766e-17,1,0,0,0,66.962962,226.722233333333,44.1098243333333,38.6481477,71.962964,41.1042313333333,6.0535,80.221,77.04,2.45,27.59,76.88,2.73,5.122514997209821,12.039273216610862,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Gampaha,March,0,3/1/2020,LK12,3,1.0,6.123233995736766e-17,1,0,0,0,64.765956,114.787236666666,51.580599,15.06383,21.2127667,29.910712,7.0873,80.0144,72.73,1.57,26.52,77.31,2.88,3.637917911305147,24.30804981904872,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Hambantota,March,0,3/1/2020,LK33,3,1.0,6.123233995736766e-17,1,0,0,0,37.1882356,148.76862,51.9386023333333,30.4823536,46.3882347,52.6614243333333,6.1429,81.1212,76.37,3.55,27.06,80.37,5.15,13.289617538452148,23.965506553649902,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Jaffna,March,0,3/1/2020,LK41,3,1.0,6.123233995736766e-17,1,0,0,0,3.3870967,73.1720406666666,49.2055839999999,12.1935488,22.419354,67.5370713333333,9.6615,80.0255,70.56,4.15,27.19,73.1,5.11,3.105426788330078,53.66145706176758,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,3109,0,3129.0,HIGH
2020,Kalutara,March,0,3/1/2020,LK13,3,1.0,6.123233995736766e-17,1,0,0,0,70.576923,236.044869999999,45.0828736666666,36.5769219999999,74.5,39.4400503333333,6.5854,80.1794,77.33,1.71,26.93,77.61,1.92,6.823756408691406,16.028504943847658,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Kandy,March,0,3/1/2020,LK21,3,1.0,6.123233995736766e-17,1,0,0,0,52.916668,172.82778,47.4517073333333,17.1833338,42.216668,26.2242303333333,7.2906,80.6337,71.19,1.67,23.7,85.19,2.61,1.4824266052246091,13.558642425537109,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Kegalle,March,0,3/1/2020,LK92,3,1.0,6.123233995736766e-17,1,0,0,0,84.454544,153.30909,56.135794,16.9272729,30.218183,27.3756313333333,7.2513,80.3464,71.19,1.67,23.7,85.19,2.61,1.2549077987670898,6.706620216369629,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Kilinochchi,March,0,3/1/2020,LK42,3,1.0,6.123233995736766e-17,1,0,0,0,10.0000003,65.882052,33.510539,15.1846152,16.7230767,57.5358123333333,9.3803,80.377,73.02,4.04,26.97,74.32,4.81,3.3923297119140625,33.018716430664064,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,778,0,793.0,HIGH
2020,Kurunegala,March,0,3/1/2020,LK61,3,1.0,6.123233995736766e-17,1,0,0,0,50.50633,111.052746666666,53.2677986666666,11.8607594,17.1962026,34.283929,7.4863,80.3647,71.19,1.67,23.7,85.19,2.61,4.426531561489763,33.178004823882006,27.76,27.12,0.019,0.173,0.0,0,0.0,0.0,0,0,0.0,NONE
